Serial,hours_per_day,tot_wellbeing,sex,minority,deprived
1041474,5.5,54,female,0,0
1041475,2,56,female,0,0
1041476,1.5,45,female,0,0
1041477,7,42,female,0,0
1041479,3,53,female,0,0
1041483,3,38,female,0,0
1041484,4,45,female,0,0
1041485,4,43,female,0,0
1041487,2.5,34,female,0,0
1041489,6.5,39,female,0,0
1041490,1.5,49,female,0,0
1041494,5,53,female,0,0
1041495,4,50,female,0,0
1041496,3,46,female,0,0
1041497,2,59,female,0,0
1041500,1.5,59,female,0,0
1041501,2.5,54,female,0,0
1041504,3.5,32,female,0,0
1041506,2.5,48,female,0,0
1041510,4,48,female,0,0
1041512,2.5,23,female,0,0
1041513,6,41,female,0,0
1041516,2,27,female,0,0
1041518,3,22,female,0,0
1041519,1.5,57,female,0,0
1041524,7,28,female,0,0
1041525,2.5,42,female,0,0
1041528,3.5,49,female,0,0
1041529,7,37,female,0,0
1041530,7,14,female,0,0
1041531,7,43,female,0,0
1041532,5,56,female,0,0
1041533,7,69,female,0,0
1041534,7,20,female,0,0
1041535,3.5,37,female,0,0
1041536,7,31,female,0,0
1041537,4,42,female,0,0
1041538,5,50,female,0,0
1041539,7,38,female,0,0
1041542,5.5,37,female,0,0
1041544,7,62,female,0,0
1041545,5.5,48,female,0,0
1041546,2,46,female,0,0
1041547,3,49,female,0,0
1041548,4.5,36,female,0,0
1041549,3,41,female,0,0
1041550,7,38,female,0,0
1041551,7,34,female,0,0
1041552,6,37,female,0,0
1041553,3,63,female,0,0
1041554,4,37,female,0,0
1041555,5.5,33,female,0,0
1041557,3,48,female,0,0
1041558,7,36,female,0,0
1041559,6.5,54,female,0,0
1041564,7,29,female,0,0
1041565,3,54,female,0,0
1041566,6,54,female,1,0
1041567,2.5,45,female,0,0
1041568,5,46,female,0,0
1041569,1.5,55,female,0,0
1041570,2.5,61,female,0,0
1041573,1.5,53,female,0,0
1041574,7,38,female,0,0
1041575,2.5,46,female,0,0
1041576,5,34,female,0,0
1041577,4,43,female,0,0
1041579,3,49,female,0,0
1041580,3.5,50,female,0,0
1041581,3.5,36,female,0,0
1041582,5,23,female,0,0
1041583,7,38,female,0,0
1041584,4,47,female,0,0
1041586,2,43,female,0,0
1041587,2.5,56,female,0,0
1041588,3,56,female,0,0
1041591,7,42,female,0,0
1041592,1.5,46,female,0,0
1041594,3.5,51,female,0,0
1041595,5,46,female,0,0
1041596,3.5,44,female,0,0
1041597,6,45,female,0,0
1041598,4,41,female,0,0
1041600,6,55,female,0,0
1041601,4.5,62,female,0,0
1041602,4,31,female,0,0
1041603,5.5,38,female,1,0
1041604,3.5,44,female,0,0
1041606,3.5,44,female,0,0
1041609,3,42,female,0,0
1041610,3,45,female,0,0
1041613,3,50,female,0,0
1041614,7,44,female,0,0
1041617,5.5,33,female,0,0
1041618,4.5,37,female,0,0
1041619,7,39,female,0,0
1041621,2.5,62,female,0,0
1041622,3.5,40,female,0,0
1041623,5.5,44,female,0,0
1041624,6,48,female,0,0
1041625,3.5,43,female,0,0
1041626,5,45,female,0,0
1041628,3,25,female,1,0
1041630,5,37,female,0,0
1041631,7,51,female,0,0
1041632,7,42,female,0,0
1041633,5,39,female,0,0
1041634,2,40,female,0,0
1041635,4,14,female,0,0
1041636,6.5,51,female,0,0
1041638,4.5,55,female,0,0
1041639,6.5,37,female,0,0
1041641,4.5,46,female,0,0
1041642,3.5,19,female,0,0
1041643,3.5,31,female,0,0
1041644,1.5,47,female,0,0
1041645,6,53,female,0,0
1041646,2,54,female,0,0
1041647,3,35,female,0,0
1041648,2.5,50,female,0,0
1041650,1.5,64,female,0,0
1041651,5,54,female,0,0
1041653,5.5,52,female,0,0
1041654,1.5,48,female,0,0
1041655,3,50,female,0,0
1041656,4,47,female,0,0
1041657,2,31,female,0,0
1041659,5,46,female,0,0
1041660,2,57,female,0,0
1041661,5.5,47,female,0,0
1041662,3.5,46,female,0,0
1041663,4,48,female,0,0
1041664,7,37,female,0,0
1041665,3.5,59,female,0,0
1041666,2.5,49,female,0,0
1041668,4,47,female,0,0
1041669,3.5,34,female,0,0
1041671,6.5,43,female,0,0
1041674,7,47,female,0,0
1041676,4.5,43,female,0,0
1041678,7,50,female,0,0
1041680,4.5,25,female,0,0
1041681,7,46,female,0,0
1041682,2,36,female,0,0
1041683,7,45,female,0,0
1041685,3.5,37,female,0,0
1041687,3,39,female,0,0
1041688,2.5,56,female,0,0
1041689,3,46,male,0,0
1041690,5.5,59,male,0,0
1041692,6,55,male,0,0
1041693,6.5,22,male,1,0
1041697,6.5,50,male,0,0
1041700,4,21,male,0,0
1041702,1.5,43,female,0,0
1041703,7,57,male,0,0
1041705,1.5,55,male,0,0
1041706,3.5,56,male,0,0
1041707,4.5,37,male,0,0
1041708,2,53,male,0,0
1041709,3,53,male,0,0
1041710,4,43,male,0,0
1041711,3.5,51,male,0,0
1041715,2,52,male,0,0
1041716,2,44,male,0,0
1041720,2.25,69,male,0,0
1041721,1.5,51,male,0,0
1041722,3,56,male,0,0
1041723,2.5,49,male,0,0
1041724,2.5,56,male,0,0
1041727,6.5,63,male,0,0
1041729,1.5,49,male,0,0
1041730,6,38,male,0,0
1041732,2.5,47,male,0,0
1041733,6.5,56,male,0,0
1041734,2.5,52,male,0,0
1041737,7,53,male,0,0
1041739,3.5,61,male,0,0
1041742,4.5,30,male,0,0
1041743,5,68,male,0,0
1041749,3.5,46,male,0,0
1041750,1.5,44,male,0,0
1041751,3.5,53,male,0,0
1041756,1.5,51,male,0,0
1041761,2.5,53,male,0,0
1041762,2.5,57,male,0,0
1041763,2.5,50,male,0,0
1041768,3,63,male,0,0
1041770,2,36,male,0,0
1041772,6,52,male,0,0
1041773,6.5,49,male,0,0
1041774,2.5,53,male,0,0
1041775,4,54,male,0,0
1041779,3,61,male,0,0
1041785,7,53,male,0,0
1041787,3,55,male,0,0
1041788,1.5,52,male,0,0
1041792,2.5,53,male,0,0
1041799,3,43,male,0,0
1041803,1.5,50,male,0,0
1041804,5,33,male,0,0
1041807,6,50,male,0,0
1041809,7,58,male,0,0
1041810,2.5,57,male,0,0
1041811,5.5,54,male,0,0
1041815,4,56,male,0,0
1041816,3,58,male,0,0
1041817,7,68,male,0,0
1041818,2.5,49,male,0,0
1041819,3.5,41,male,0,0
1041820,6,66,male,0,0
1041821,1.5,48,male,0,0
1041826,3.5,37,male,0,0
1041829,4.5,54,male,0,0
1041831,6,44,male,0,0
1041832,3.5,34,male,0,0
1041834,2,54,male,0,0
1041841,2,54,male,0,0
1041843,5,55,male,0,0
1041846,4,61,male,0,0
1041848,1.5,55,male,0,0
1041851,6,63,male,0,0
1041855,1.5,57,male,1,0
1041856,2.5,47,male,0,0
1041858,6,60,male,0,0
1041860,4,65,male,0,0
1041862,6,55,male,0,0
1041863,4.5,57,male,0,0
1041864,3.5,41,male,0,0
1041868,3,54,male,0,0
1041869,4,48,male,0,0
1041871,3,45,male,0,0
1041879,3.5,50,male,0,0
1041880,3.5,48,male,0,0
1041881,2.5,53,male,0,0
1041882,4,42,male,0,0
1041883,5.5,67,male,0,0
1041884,4,53,male,0,0
1041891,2.5,40,male,0,0
1041896,7,48,male,0,0
1041900,2,62,male,0,0
1041901,2.5,64,female,0,0
1041902,2.5,46,male,0,0
1041903,5,46,male,0,0
1041907,3.5,50,male,0,0
1041908,6.5,60,male,0,0
1041909,1.5,48,male,0,0
1041911,2.5,54,male,0,0
1041914,1.5,47,male,0,0
1041915,3.5,38,male,0,0
1041917,3,62,male,0,0
1041918,3,47,male,0,0
1041919,4.5,55,male,0,0
1041922,3,54,male,0,0
1041923,3,53,male,0,0
1041924,1.5,61,male,0,0
1041925,7,53,male,0,0
1041928,7,23,male,1,0
1041930,5,48,male,0,0
1041934,5,55,male,0,0
1041935,3.5,56,male,0,0
1041936,7,62,male,0,0
1041938,6.5,50,male,0,0
1041940,2,31,male,1,0
1041942,2,63,male,0,0
1041947,2.25,40,male,1,0
1041948,2.5,53,female,1,0
1041949,4,26,female,0,1
1041950,6,41,female,0,1
1041952,6,44,female,0,1
1041953,2,57,female,0,1
1041954,6.5,21,female,0,1
1041957,5.5,41,female,0,1
1041959,3,36,female,0,1
1041962,7,43,female,0,1
1041963,7,56,female,0,1
1041964,5.5,29,female,0,1
1041965,4,31,female,0,1
1041966,3.5,47,female,0,1
1041967,7,28,female,0,1
1041969,4,36,female,0,1
1041970,6.5,46,female,0,1
1041972,3.5,51,female,0,1
1041973,6,51,female,0,1
1041974,7,20,female,0,1
1041976,5.5,43,female,0,1
1041977,3.5,57,female,0,1
1041978,7,36,female,0,1
1041979,7,38,female,0,1
1041981,6,49,female,0,1
1041983,5,28,female,0,1
1041984,4,44,female,0,1
1041985,5.5,63,female,0,1
1041986,7,35,female,0,1
1041987,4,57,female,1,1
1041989,7,35,female,0,1
1041990,7,66,female,0,1
1041991,7,62,female,0,1
1041993,3.5,38,female,0,1
1041994,3.5,42,female,0,1
1041996,5.5,42,female,0,1
1041997,7,48,female,0,1
1041998,7,42,female,0,1
1041999,5.5,28,female,0,1
1042000,5,40,female,0,1
1042002,6,43,female,0,1
1042005,7,34,female,0,1
1042006,7,47,female,0,1
1042007,3,39,female,0,1
1042009,1.5,66,female,0,1
1042010,7,31,female,0,1
1042011,7,36,female,0,1
1042012,2,46,female,1,0
1042013,4,55,female,1,0
1042018,6.5,40,female,1,0
1042019,3.5,25,female,1,0
1042021,3.5,50,female,0,0
1042022,5.5,32,female,0,0
1042023,3.5,46,female,0,0
1042024,3,41,female,0,0
1042025,2.5,44,female,0,0
1042026,6,47,female,0,0
1042027,4,30,female,0,0
1042028,4.5,56,female,0,0
1042029,7,30,female,0,0
1042030,7,29,female,0,0
1042032,6.5,38,female,0,0
1042034,2.5,62,female,0,0
1042035,6,48,female,0,0
1042036,3.5,66,female,0,0
1042037,3.5,46,female,0,0
1042038,4.5,57,female,0,0
1042039,1.5,50,female,0,0
1042041,2.5,40,female,0,0
1042042,2.5,38,female,0,0
1042043,7,36,female,0,0
1042044,3.5,46,female,0,0
1042045,5,46,female,0,0
1042046,3.5,43,female,0,0
1042048,7,38,female,0,0
1042050,7,61,female,0,0
1042051,7,38,female,0,0
1042052,7,56,female,0,0
1042054,5.5,51,female,0,0
1042055,1.5,61,female,0,0
1042056,2.5,47,female,0,0
1042057,1.5,50,female,0,0
1042058,5,47,female,0,0
1042059,2,56,female,0,0
1042060,2,53,female,0,0
1042061,7,45,female,0,0
1042062,7,14,female,1,0
1042063,3.5,51,female,0,0
1042064,7,33,female,0,0
1042065,2.5,57,female,0,0
1042066,2.5,69,female,0,0
1042067,6,32,female,0,0
1042069,5,43,female,0,0
1042070,7,52,female,0,0
1042071,4,63,female,0,0
1042072,6,37,female,0,0
1042073,7,50,female,0,0
1042074,3,44,female,0,0
1042075,1.5,48,female,0,0
1042079,2.5,37,female,0,0
1042080,7,23,female,0,0
1042081,7,22,female,0,0
1042084,2,16,female,0,0
1042085,3,51,female,0,0
1042087,5,40,female,0,0
1042088,3.5,55,female,0,0
1042089,1.5,25,female,0,0
1042090,7,49,female,0,0
1042092,4.5,49,female,0,0
1042094,3.5,55,female,0,0
1042095,2,48,female,0,0
1042097,5,50,female,0,0
1042100,1.5,50,female,0,0
1042101,7,36,female,0,0
1042102,5,44,female,0,0
1042103,5.5,65,female,0,0
1042104,4,60,female,0,0
1042105,4.5,51,female,0,0
1042106,6,45,female,0,0
1042107,4,38,female,0,0
1042108,2,45,female,0,0
1042109,7,48,female,0,0
1042110,6.5,44,female,0,0
1042114,1.5,44,female,0,0
1042117,2.5,42,male,1,0
1042120,3,46,female,0,0
1042121,2.5,44,female,0,0
1042122,7,43,female,0,0
1042123,5,50,female,0,0
1042124,3.5,52,female,0,0
1042125,6,45,female,0,0
1042127,4,55,female,0,0
1042128,5.5,42,male,0,0
1042130,1.5,48,male,0,0
1042132,2.5,45,male,0,0
1042133,4,53,female,0,0
1042134,4.5,45,female,0,0
1042136,7,31,female,0,0
1042138,3.5,31,female,0,0
1042139,1.5,46,female,0,0
1042140,3,53,female,0,0
1042141,7,42,female,0,0
1042143,3,36,female,0,0
1042144,4,25,female,0,0
1042145,2.5,42,female,0,0
1042148,3.5,40,female,0,0
1042149,3,54,female,0,0
1042150,3,52,female,0,0
1042153,5,53,female,0,0
1042154,2,38,female,0,0
1042155,7,34,female,0,0
1042157,2,37,female,0,0
1042158,3,49,female,0,0
1042160,7,38,female,0,0
1042162,5.5,38,female,0,0
1042165,1.5,45,female,0,0
1042166,3,44,female,0,0
1042168,2,49,female,0,0
1042169,5,43,female,0,0
1042170,3.5,59,female,0,0
1042171,6,30,female,0,0
1042172,2.5,67,female,0,0
1042173,5,46,female,0,0
1042175,6,41,female,0,0
1042176,2.5,46,female,0,0
1042177,2,34,female,0,0
1042178,5.5,40,female,0,0
1042179,6.5,50,female,0,0
1042180,2,55,female,0,0
1042182,5,48,female,0,0
1042183,2,41,female,0,0
1042184,5,46,female,0,0
1042185,4.5,44,female,0,0
1042186,2.5,38,female,0,0
1042188,7,45,female,0,0
1042189,4,54,female,0,0
1042191,5.5,50,female,1,1
1042192,7,59,female,1,1
1042193,1.75,52,female,1,1
1042195,5.5,45,female,1,1
1042198,3,55,female,1,1
1042200,2.5,41,female,1,1
1042201,6.5,34,female,1,1
1042203,1.5,45,female,1,1
1042210,7,42,female,1,1
1042211,4,42,female,1,1
1042212,1.5,30,female,1,1
1042213,6,39,female,0,1
1042214,5.5,56,female,1,1
1042215,2,67,female,1,1
1042216,2.5,46,female,1,1
1042217,6,39,female,1,1
1042218,2.5,48,female,1,1
1042221,2.5,37,female,1,1
1042222,6,44,female,0,1
1042223,5.5,37,female,1,1
1042226,6.5,44,female,1,1
1042227,3.5,47,female,1,1
1042228,4.5,52,female,1,1
1042230,4.5,30,female,1,1
1042233,2,67,female,1,1
1042234,7,29,female,1,1
1042235,1.5,46,female,1,1
1042236,1.5,51,female,1,1
1042237,7,44,female,1,1
1042239,5,37,female,1,1
1042240,7,20,female,1,1
1042241,4,45,female,1,1
1042246,3,41,female,1,1
1042247,1.5,43,female,1,1
1042249,6.5,31,female,1,1
1042250,3.5,61,female,1,1
1042251,3,53,female,1,1
1042252,4.5,47,female,1,1
1042254,3.5,48,female,1,1
1042258,5,49,female,1,1
1042260,1.5,19,female,1,1
1042261,1.5,44,female,1,1
1042262,6.5,45,female,1,1
1042264,3,37,female,1,1
1042265,3,56,female,1,1
1042267,2,41,female,1,1
1042270,1.5,43,female,1,1
1042271,4.5,46,female,1,1
1042272,5.5,42,female,1,1
1042274,7,42,female,1,1
1042275,6.5,45,female,1,1
1042276,7,43,female,1,1
1042277,3,50,female,1,1
1042281,3,47,female,1,1
1042282,6,34,female,1,1
1042283,7,60,female,1,1
1042284,6,38,female,1,1
1042285,2.5,51,female,1,1
1042287,3.5,42,female,1,1
1042288,4.5,40,female,1,1
1042289,7,39,female,1,1
1042291,7,37,female,1,1
1042292,1.5,53,female,1,1
1042294,7,43,female,1,1
1042296,3,43,female,0,1
1042298,3.5,49,female,1,1
1042300,7,45,female,1,1
1042301,5.5,56,female,1,1
1042302,1.5,48,female,1,1
1042303,7,46,female,1,1
1042304,1.5,60,female,1,1
1042305,1.25,45,female,1,1
1042309,7,63,male,0,1
1042311,7,43,male,1,1
1042312,7,39,male,0,1
1042313,3,42,male,0,1
1042314,2.5,55,male,0,1
1042315,2,55,male,0,1
1042318,3,52,male,0,1
1042319,3.5,51,male,0,1
1042320,3.5,49,male,0,1
1042321,2,32,male,0,1
1042322,7,41,male,0,1
1042323,7,45,male,0,1
1042325,1.5,51,male,0,1
1042326,3,54,male,0,1
1042328,3.5,55,male,0,1
1042329,5.5,43,male,0,1
1042330,6,38,male,0,1
1042333,3,51,male,0,1
1042335,2,62,male,0,1
1042337,3.5,54,male,0,1
1042338,7,35,male,0,1
1042339,5.5,46,male,1,1
1042340,2,49,male,0,1
1042341,5,54,male,0,1
1042342,7,27,male,0,1
1042345,3.5,63,male,0,1
1042346,2.5,57,male,0,1
1042347,7,46,male,0,1
1042348,2.5,43,male,0,1
1042352,4,56,male,0,1
1042354,2.5,60,male,0,1
1042358,3.5,70,male,0,1
1042359,6.5,52,male,0,1
1042360,2,44,male,0,1
1042361,3.5,59,male,0,1
1042362,6,45,male,0,1
1042363,5.5,59,male,0,1
1042364,1.5,44,male,0,1
1042365,6,56,male,0,1
1042366,2.5,52,male,1,1
1042367,6.5,28,male,0,1
1042369,2.5,44,male,0,1
1042370,3.5,51,male,0,1
1042372,4,48,male,0,1
1042373,4,60,male,0,1
1042374,3,38,male,1,1
1042376,2,63,male,0,1
1042377,7,42,male,0,1
1042378,7,48,male,0,1
1042380,6,55,male,0,1
1042384,6,52,male,0,1
1042385,5,52,male,0,1
1042389,3,50,male,1,1
1042391,6.5,68,male,0,1
1042392,7,48,male,0,1
1042393,2,53,male,0,1
1042394,7,47,male,0,1
1042395,7,52,male,0,1
1042396,7,50,male,0,1
1042397,2.5,57,male,0,1
1042398,4.5,52,male,0,1
1042400,7,62,male,0,1
1042402,3.5,45,male,0,1
1042403,7,41,male,0,1
1042404,4,56,male,0,1
1042407,4.5,57,male,0,1
1042408,6.5,62,male,0,1
1042409,1.5,49,male,0,1
1042411,6,52,male,0,1
1042413,4,58,male,0,1
1042415,4.5,54,male,0,1
1042418,5,47,male,0,1
1042419,2,51,male,0,1
1042425,2.5,60,male,0,1
1042429,1.5,60,male,0,1
1042435,7,49,male,0,1
1042438,2.5,62,male,0,1
1042441,2,47,male,0,1
1042442,3,45,male,0,1
1042444,2,63,male,0,1
1042450,2.5,52,male,0,1
1042452,5,53,male,0,1
1042453,7,54,male,0,1
1042457,3.5,53,male,0,1
1042459,2,56,male,0,1
1042460,2.5,43,male,0,1
1042464,2.5,50,male,0,1
1042466,1.5,45,male,0,1
1042467,4.5,46,male,0,1
1042468,7,49,male,0,1
1042473,7,58,male,0,1
1042474,6,47,male,0,1
1042475,5,41,male,0,1
1042476,2.5,48,male,0,1
1042480,1.5,54,male,0,1
1042485,3,49,male,0,1
1042488,7,61,male,0,1
1042489,4,40,male,0,1
1042491,4.5,33,male,0,1
1042494,5.5,43,male,0,1
1042495,7,59,male,0,1
1042497,3,40,male,0,1
1042498,7,50,male,0,1
1042502,3,70,male,0,1
1042503,1.5,55,male,0,1
1042504,4.5,44,male,0,1
1042505,3,60,male,0,1
1042506,3.5,33,male,0,1
1042509,2.5,49,male,1,1
1042511,6.5,48,male,0,1
1042512,7,35,male,0,1
1042516,6.5,37,male,0,1
1042517,7,49,male,1,1
1042518,2.5,53,male,1,1
1042519,1.25,62,male,1,1
1042525,7,43,male,1,1
1042527,2.5,46,male,1,1
1042531,2.5,54,male,1,1
1042532,7,51,male,1,1
1042533,2,39,male,1,1
1042534,1.25,60,male,1,1
1042536,1.25,54,male,1,1
1042540,4.5,50,male,1,1
1042541,2,56,male,1,1
1042542,3,56,male,1,1
1042543,1.5,48,male,1,1
1042545,3.5,44,male,1,1
1042547,1.5,42,male,1,1
1042549,4,47,female,1,1
1042550,2,51,male,0,1
1042552,7,35,male,1,1
1042555,7,64,male,1,1
1042556,7,58,male,1,1
1042557,2.5,41,male,1,1
1042559,1.5,36,male,1,1
1042560,5,48,male,1,1
1042561,2,41,male,1,1
1042563,2.5,54,male,1,1
1042564,2.5,39,male,1,1
1042566,3.5,49,male,1,1
1042567,2.5,48,male,1,1
1042568,2,50,female,1,1
1042570,7,51,male,1,1
1042571,3.5,31,male,1,1
1042572,6.5,63,male,1,1
1042573,4,46,male,1,1
1042586,1.75,47,male,1,1
1042587,3.5,53,male,1,1
1042591,1.25,32,male,1,1
1042592,2,57,male,1,1
1042593,1.5,46,male,1,1
1042598,1.5,41,male,1,1
1042600,2.5,45,male,1,1
1042602,3,63,male,0,0
1042603,3,69,male,0,0
1042609,7,49,male,0,0
1042610,3.5,57,male,0,0
1042611,3.5,65,male,0,0
1042612,7,47,male,0,0
1042615,2,42,male,0,0
1042616,5,63,male,0,0
1042617,2.5,58,male,0,0
1042618,2.5,56,male,0,0
1042620,1.5,45,male,0,0
1042621,6.5,55,male,0,0
1042622,1.5,43,male,0,0
1042623,5,51,male,0,0
1042625,1.25,46,male,0,0
1042630,7,43,male,0,0
1042632,4,57,male,0,0
1042634,1.5,41,male,0,0
1042636,2,57,male,0,0
1042637,4,54,male,0,0
1042639,7,46,male,0,0
1042640,6,50,male,0,0
1042641,2.5,55,male,0,0
1042643,3,50,male,0,0
1042645,4,54,male,0,0
1042652,5,46,male,0,0
1042656,1.5,49,male,0,0
1042659,2,57,male,0,0
1042660,7,58,male,0,0
1042661,1.5,50,male,0,0
1042664,4.5,53,male,0,0
1042665,3,46,male,0,0
1042667,1.5,44,male,0,0
1042670,6.5,61,male,0,0
1042671,3.5,44,male,0,0
1042672,7,45,male,0,0
1042673,2.5,53,male,0,0
1042675,2.5,52,male,0,0
1042678,6,36,male,0,0
1042682,2,56,male,0,0
1042684,2,45,male,0,0
1042687,4,57,male,0,0
1042690,7,67,male,0,0
1042691,2,60,male,0,0
1042693,3.5,50,male,0,0
1042694,2,50,female,0,0
1042695,3.5,52,male,0,0
1042696,4,65,male,0,0
1042697,1.5,51,male,0,0
1042698,2,47,male,0,0
1042702,3.5,37,male,0,0
1042703,2,59,male,0,0
1042705,2.5,54,male,0,0
1042706,7,39,male,0,0
1042707,1.5,37,male,0,0
1042708,4,44,male,0,0
1042713,7,63,male,0,0
1042715,3,44,male,0,0
1042716,4,50,male,0,0
1042718,1.5,60,male,0,0
1042721,6,57,male,0,0
1042725,4,54,male,0,0
1042726,2,58,male,0,0
1042727,6.5,57,female,0,1
1042729,3,36,female,0,1
1042730,1.5,62,female,0,1
1042731,5.5,44,female,0,1
1042732,3,63,female,0,1
1042733,2.5,45,female,0,1
1042734,6,34,female,0,1
1042736,2.5,42,female,0,1
1042737,2,37,female,0,1
1042738,3,43,female,0,1
1042739,7,47,female,0,1
1042740,4.5,34,female,0,1
1042741,3,40,female,1,1
1042742,4,53,female,1,1
1042743,2,51,female,1,1
1042744,3,51,female,1,1
1042745,5.5,39,female,1,1
1042746,4,48,female,1,1
1042747,2.5,54,female,1,1
1042749,7,43,female,1,1
1042750,2.5,47,female,1,1
1042751,2.5,57,female,1,1
1042755,6,38,female,1,1
1042756,3.5,38,female,1,1
1042757,1.5,44,female,1,1
1042758,7,50,female,1,1
1042759,5,46,female,1,1
1042760,5.5,47,female,1,1
1042763,6.5,50,female,1,1
1042765,2,42,female,0,1
1042766,3,48,male,0,1
1042768,7,34,male,0,1
1042769,3.5,38,male,0,1
1042770,7,41,male,0,1
1042771,1.25,44,male,0,1
1042773,2,39,male,0,1
1042774,7,46,male,0,1
1042775,2,53,male,0,1
1042777,3.5,38,male,0,1
1042778,1.25,46,male,0,1
1042780,1.25,49,male,0,1
1042781,3,47,male,0,1
1042783,7,62,male,0,1
1042786,2.5,67,male,0,1
1042787,3,30,male,0,1
1042789,2.5,41,male,1,1
1042791,7,53,male,0,1
1042793,7,61,male,0,1
1042794,1.5,32,male,0,1
1042795,5.5,55,male,0,1
1042796,1.5,54,male,0,1
1042798,3.5,40,male,0,1
1042801,1.5,36,male,1,1
1042802,3.5,49,male,0,1
1042804,1.5,44,female,0,1
1042805,3.5,57,male,1,1
1042807,3.5,55,male,0,1
1042810,1.5,48,male,0,1
1042811,7,52,male,0,1
1042812,2.5,47,male,0,1
1042813,7,45,male,0,1
1042817,1.5,49,male,0,1
1042818,2.5,60,male,0,1
1042820,2,52,male,0,1
1042824,2,37,male,0,1
1042826,1.5,62,male,0,1
1042827,2,51,male,0,1
1042828,2.5,48,male,0,1
1042831,6.5,39,male,0,1
1042835,7,39,male,0,1
1042836,1.5,37,male,0,1
1042839,2.5,65,male,0,1
1042841,3,35,male,0,1
1042842,7,58,male,0,1
1042843,4,60,male,0,1
1042845,3.5,41,male,0,1
1042846,7,63,male,0,1
1042848,4,56,male,0,1
1042852,4.5,54,male,0,1
1042853,5.5,43,male,0,1
1042858,4,48,male,0,1
1042861,2.5,55,male,0,1
1042862,2.5,58,male,1,1
1042863,3,41,male,0,1
1042865,4,47,male,0,1
1042866,3,48,male,0,1
1042870,2.5,51,male,0,1
1042871,4,64,male,0,1
1042872,1.5,50,male,0,1
1042873,3,40,male,0,1
1042874,1.5,53,male,0,1
1042877,3.5,44,male,0,1
1042879,2.5,41,male,0,0
1042882,2,56,male,0,0
1042885,2.5,39,male,1,0
1042886,7,32,male,1,1
1042888,3,45,male,1,1
1042889,1.5,52,male,1,1
1042890,7,31,male,0,0
1042891,3,46,male,0,0
1042892,3.5,58,male,0,0
1042893,5,51,male,0,0
1042895,1.5,49,male,0,0
1042897,4,56,male,0,0
1042899,2,47,male,0,0
1042900,2,56,female,0,0
1042904,3,49,male,0,0
1042906,2,51,male,0,0
1042907,1.5,57,male,0,0
1042908,3,50,male,1,0
1042911,6.5,52,male,0,0
1042912,1.5,62,male,0,0
1042915,2.5,45,male,0,0
1042916,3,46,male,0,0
1042917,7,55,male,0,0
1042921,4,55,male,0,0
1042922,4,59,male,0,0
1042924,3,52,male,0,0
1042927,1.5,47,male,0,0
1042930,4,41,male,0,0
1042931,4,41,male,0,0
1042932,4,61,male,0,0
1042935,3,69,male,0,0
1042936,5,50,male,0,0
1042941,6,63,male,0,0
1042945,7,34,female,1,1
1042946,7,57,female,0,1
1042950,5,50,female,0,1
1042951,4,40,female,0,1
1042955,3,47,female,0,1
1042957,6,51,female,0,1
1042959,7,44,female,0,1
1042960,4.5,48,female,0,1
1042961,7,33,female,0,1
1042962,5,30,female,0,1
1042963,5.5,53,female,0,1
1042964,7,42,female,0,1
1042965,2.5,37,female,0,1
1042967,3.5,44,female,0,1
1042969,5.5,64,female,0,1
1042970,6,44,female,0,1
1042971,7,32,female,0,1
1042972,2.5,56,female,0,1
1042973,7,55,female,0,1
1042974,6,43,female,0,1
1042975,7,40,female,0,1
1042980,4.5,46,female,0,1
1042981,3,50,female,0,1
1042982,1.25,47,female,0,1
1042983,6,58,female,0,1
1042984,6.5,34,female,0,1
1042986,3.5,57,female,0,1
1042987,6.5,52,female,0,1
1042989,7,52,female,0,1
1042993,1.5,40,female,0,1
1042994,4,36,female,0,1
1042995,7,28,female,0,1
1042997,7,64,female,0,1
1042998,6.5,68,female,0,1
1043000,3.5,30,female,0,1
1043001,3,59,female,0,1
1043002,7,39,female,0,1
1043003,5.5,53,female,0,1
1043005,7,48,female,0,1
1043008,1.5,61,female,0,1
1043009,4.5,44,female,0,1
1043012,2.5,52,female,0,1
1043013,5,51,female,0,1
1043015,3.5,50,female,0,1
1043016,5,39,female,0,1
1043017,2.5,42,female,0,1
1043019,4.5,51,female,0,1
1043020,2.5,50,female,0,1
1043021,3,41,female,0,1
1043023,2,44,female,0,1
1043024,3,44,female,0,1
1043025,3.5,54,female,0,1
1043026,2,44,female,0,1
1043027,3,61,female,0,1
1043028,6,50,female,0,1
1043029,5.5,53,female,0,1
1043030,6,63,female,0,1
1043031,2.5,31,female,0,1
1043032,6.5,30,female,0,1
1043033,7,37,female,0,1
1043035,4.5,42,female,0,1
1043036,5.5,45,female,0,1
1043037,2.5,66,female,0,1
1043039,4,39,female,0,1
1043040,1.5,61,female,0,1
1043042,5.5,53,female,0,1
1043043,7,48,female,0,1
1043044,3,51,female,0,1
1043045,7,19,female,0,1
1043048,5.5,39,female,0,1
1043049,6,54,female,0,1
1043050,6,49,female,0,1
1043051,7,40,female,0,1
1043053,6.5,63,female,0,1
1043054,4.5,57,female,0,1
1043055,6.5,55,female,0,1
1043056,2,46,female,0,1
1043057,5.5,48,female,0,1
1043058,6,29,female,0,1
1043060,3,46,female,0,1
1043062,3,54,female,0,1
1043063,6,62,female,0,1
1043067,2,52,female,0,1
