trialorder,RT,accuracy,itemname,subjectid,group,gender,age.months,Voice,Nasal,Fricative,Liquid_SV,Bilabials,Labiodentals,Alveolars,Palatals,Velars,Glottals,task,logrt,Length,Ortho_N,BG_Sum,BG_Mean,BG_Freq_By_Pos,TOWREW_skill,TOWRENW_skill,spoonerisms,OLD,PLD,Lg.UK.CDcount,brookesIMG,AoA_Kup_lem,regularity
121,550.8,1,mend,naming113,TDadult,Female,660,1,1,0,0,1,0,0,0,0,0,naming,2.740993932,4,11,7319,2439.667,1364,2.133333333,1.4,30,1.3,1.2,2.876794976,4.862068966,9.11,1
166,500.9,1,monk,naming113,TDadult,Female,660,1,1,0,0,1,0,0,0,0,0,naming,2.699751032,4,5,5856,1952,1644,2.133333333,1.4,30,1.7,1.4,2.649334859,5.517241379,10.29,0
88,559,1,month,naming113,TDadult,Female,660,1,1,0,0,1,0,0,0,0,0,naming,2.747411808,5,2,9911,2477.75,2268,2.133333333,1.4,30,1.8,1.9,4.096979495,3.310344828,5.79,0
33,509.4,1,mood,naming113,TDadult,Female,660,1,1,0,0,1,0,0,0,0,0,naming,2.707058941,4,9,2425,808.333,971,2.133333333,1.4,30,1.35,1,3.684755622,3.689655172,6.58,1
141,524.5,1,mould,naming113,TDadult,Female,660,1,1,0,0,1,0,0,0,0,0,naming,2.719745493,5,3,4003,1000.75,1141,2.133333333,1.4,30,1.8,1,3.102776615,5.068965517,11.33,0
26,564.6,1,move,naming113,TDadult,Female,660,1,1,0,0,1,0,0,0,0,0,naming,2.751740874,4,9,3406,1135.333,926,2.133333333,1.4,30,1.35,1.4,4.3887227,4.655172414,4.62,0
34,608.3,1,noise,naming113,TDadult,Female,660,1,1,0,0,0,0,0,0,0,0,naming,2.784117816,5,4,5939,1484.75,950,2.133333333,1.4,30,1.7,1.7,3.789651209,4.24137931,4.5,0
129,599.5,1,nor,naming113,TDadult,Female,660,1,1,0,0,0,0,0,0,0,0,naming,2.777789187,3,5,3553,1776.5,971,2.133333333,1.4,30,1.6,1,3.589837943,2,8.608885,0
162,497,1,now,naming113,TDadult,Female,660,1,1,0,0,0,0,0,0,0,0,naming,2.696356389,3,15,1485,742.5,431,2.133333333,1.4,30,1.05,1.15,4.634598171,3.310344828,5.25193,1
103,584.9,1,nurse,naming113,TDadult,Female,660,1,1,0,0,0,0,0,0,0,0,naming,2.767081621,5,3,5125,1281.25,1133,2.133333333,1.4,30,1.8,1.65,3.45909079,6.206896552,5.84,1
153,568.8,1,part,naming113,TDadult,Female,660,0,0,0,0,1,0,0,0,0,0,naming,2.754959588,4,14,5066,1688.667,1908,2.133333333,1.4,30,1,1.05,4.479287316,3,5.11,1
41,555.8,1,pink,naming113,TDadult,Female,660,0,0,0,0,1,0,0,0,0,0,naming,2.744918542,4,14,8002,2667.333,901,2.133333333,1.4,30,1.15,1.15,3.66133934,6.655172414,3.8,1
147,644.3,1,pint,naming113,TDadult,Female,660,0,0,0,0,1,0,0,0,0,0,naming,2.809088131,4,10,10734,3578,1222,2.133333333,1.4,30,1.15,1.7,3.261500773,5.965517241,8.37,0
108,486.7,1,plant,naming113,TDadult,Female,660,0,0,0,0,1,0,0,0,0,0,naming,2.687261346,5,4,9297,2324.25,1590,2.133333333,1.4,30,1.55,1.6,3.689752696,6.172413793,3.95,0
31,1132.1,1,plus,naming113,TDadult,Female,660,0,0,0,0,1,0,0,0,0,0,naming,3.05388479,4,2,2826,942,621,2.133333333,1.4,30,1.75,1.65,3.876564214,3.379310345,6.370915,1
45,575.2,1,posh,naming113,TDadult,Female,660,0,0,0,0,1,0,0,0,0,0,naming,2.759818877,4,9,3215,1071.667,822,2.133333333,1.4,30,1.55,1.4,3.396896449,4.586206897,11.88,1
58,580.6,1,pure,naming113,TDadult,Female,660,0,0,0,0,1,0,0,0,0,0,naming,2.763877031,4,9,6292,2097.333,1204,2.133333333,1.4,30,1.4,1.75,3.534280005,3.172413793,7.95,0
20,625.1,1,put,naming113,TDadult,Female,660,0,0,0,0,1,0,0,0,0,0,naming,2.795949499,3,15,1338,669,574,2.133333333,1.4,30,1.05,1.05,4.568706152,2.586206897,3.72,0
110,479.8,1,range,naming113,TDadult,Female,660,1,0,0,1,0,0,1,0,0,0,naming,2.681060244,5,0,11723,2930.75,1621,2.133333333,1.4,30,1.65,1.7,3.908324139,2.931034483,7.11,0
106,584.8,1,rash,naming113,TDadult,Female,660,1,0,0,1,0,0,1,0,0,0,naming,2.767007364,4,11,5857,1952.333,881,2.133333333,1.4,30,1.25,1,2.798650645,5.172413793,5.78,1
27,709.6,1,reach,naming113,TDadult,Female,660,1,0,0,1,0,0,1,0,0,0,naming,2.851013607,5,8,9338,2334.5,2799,2.133333333,1.4,30,1.45,1.25,3.960756091,4,4.89,1
144,593.9,1,real,naming113,TDadult,Female,660,1,0,0,1,0,0,1,0,0,0,naming,2.773713325,4,14,9421,3140.333,2432,2.133333333,1.4,30,1.15,1.85,4.421192468,2.517241379,4.95,0
76,585.1,1,rear,naming113,TDadult,Female,660,1,0,0,1,0,0,1,0,0,0,naming,2.767230098,4,16,9322,3107.333,2630,2.133333333,1.4,30,1.1,1,3.294466226,4,6.89,0
114,576.8,1,rent,naming113,TDadult,Female,660,1,0,0,1,0,0,1,0,0,0,naming,2.761025252,4,15,11376,3792,2427,2.133333333,1.4,30,1.2,1,3.44870632,3.931034483,8.89,1
66,607.8,1,rinse,naming113,TDadult,Female,660,1,0,0,1,0,0,1,0,0,0,naming,2.783760696,5,0,13656,3414,1454,2.133333333,1.4,30,1.95,1.6,2.491361694,4.965517241,4.95,1
116,598.9,1,roast,naming113,TDadult,Female,660,1,0,0,1,0,0,1,0,0,0,naming,2.777354313,5,4,7580,1895,1123,2.133333333,1.4,30,1.75,1.1,3.118264726,5.344827586,8.5,0
125,551.3,1,saw,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.741387992,3,15,962,481,409,2.133333333,1.4,30,1.1,1,4.357839597,4.793103448,5.3585,0
49,502.4,1,scarce,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.701049631,6,0,7709,1541.8,1136,2.133333333,1.4,30,1.95,1.85,2.763427994,2.137931034,10.53,0
14,474.1,1,scold,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.675869955,5,1,4977,1244.25,677,2.133333333,1.4,30,1.85,1.7,1.556302501,5.068965517,8.53,0
85,592.8,1,sense,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.772908195,5,2,9734,2433.5,1753,2.133333333,1.4,30,1.8,1.2,4.225980885,2.862068966,7.32,1
61,528.1,1,shall,naming113,TDadult,Female,660,0,0,1,0,0,0,0,1,0,0,naming,2.722716167,5,6,7121,1780.25,1218,2.133333333,1.4,30,1.65,1.25,4.19813452,1.655172414,8.42,1
102,492.5,1,share,naming113,TDadult,Female,660,0,0,1,0,0,0,0,1,0,0,naming,2.692406235,5,15,9947,2486.75,1798,2.133333333,1.4,30,1.1,1,4.02473189,3.655172414,4.84,0
80,504.7,1,she,naming113,TDadult,Female,660,0,0,1,0,0,0,0,1,0,0,naming,2.703033305,3,4,3044,1522,754,2.133333333,1.4,30,1.6,1,4.545307116,4.034482759,3.568124,1
92,508.1,1,short,naming113,TDadult,Female,660,0,0,1,0,0,0,0,1,0,0,naming,2.705949195,5,7,6246,1561.5,1227,2.133333333,1.4,30,1.45,1.5,4.196921945,4.620689655,4.32,0
81,759,1,shout,naming113,TDadult,Female,660,0,0,1,0,0,0,0,1,0,0,naming,2.880241776,5,6,5106,1276.5,1021,2.133333333,1.4,30,1.55,1.45,3.583538819,5.24137931,4.72,1
146,541.7,1,show,naming113,TDadult,Female,660,0,0,1,0,0,0,0,1,0,0,naming,2.733758836,4,10,3175,1058.333,936,2.133333333,1.4,30,1.25,1,4.496680618,4.793103448,6.21,0
99,439.7,1,skate,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.643156466,5,2,8916,2229,1126,2.133333333,1.4,30,1.7,1.35,2.57634135,5.896551724,5.37,1
78,649.7,1,skill,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.812712867,5,5,3701,925.25,597,2.133333333,1.4,30,1.6,1.15,3.547897718,2.965517241,6.8,1
159,407.2,1,staff,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.609807769,5,2,6077,1519.25,1145,2.133333333,1.4,30,1.85,1.45,3.940964493,5,10,0
48,489.1,1,stay,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.689397663,4,8,5865,1955,1069,2.133333333,1.4,30,1.35,1.1,4.345412943,3,4.22,1
165,509.8,1,stood,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.707399831,5,2,6392,1598,1114,2.133333333,1.4,30,1.9,1.65,3.811172695,4.172413793,4.39,0
118,443.3,1,stop,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.646697731,4,5,5682,1894,1091,2.133333333,1.4,30,1.5,1.3,4.430880946,4.965517241,2.89,1
127,474.3,1,store,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.676053125,5,13,12227,3056.75,1715,2.133333333,1.4,30,1.15,1.1,3.735918117,4.172413793,4.76,0
47,463.4,1,stuff,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.665956029,5,4,4832,1208,941,2.133333333,1.4,30,1.75,1.35,4.296401902,4.655172414,5,1
69,668.5,1,swan,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.825101412,4,10,4343,1447.667,753,2.133333333,1.4,30,1.4,1.55,2.963315511,6.310344828,6.31763,0
15,480.1,1,sweat,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.681331706,5,3,6676,1669,931,2.133333333,1.4,30,1.7,1.55,3.234517284,5.620689655,7.26,0
122,472.3,1,swell,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.674217946,5,5,4031,1007.75,545,2.133333333,1.4,30,1.6,1.4,2.811575006,4.655172414,7.42,1
168,500.6,1,swim,naming113,TDadult,Female,660,0,0,1,0,0,0,1,0,0,0,naming,2.699490845,4,6,1550,516.667,396,2.133333333,1.4,30,1.7,1.5,3.407050815,6.448275862,4.17,1
133,601.1,1,taste,naming113,TDadult,Female,660,0,0,0,0,0,0,1,0,0,0,naming,2.778946728,5,6,11289,2822.25,2087,2.133333333,1.4,30,1.6,1,3.892817824,4.379310345,4.26,0
115,560.3,1,test,naming113,TDadult,Female,660,0,0,0,0,0,0,1,0,0,0,naming,2.748420622,4,13,12449,4149.667,1575,2.133333333,1.4,30,1.25,1,4.050302404,5.068965517,6.26,1
164,535.9,1,thaw,naming113,TDadult,Female,660,0,0,1,0,0,0,0,0,0,0,naming,2.729083757,4,4,2694,898,733,2.133333333,1.4,30,1.75,1.4,2.506505032,3.517241379,8.11,0
167,558.5,1,thump,naming113,TDadult,Female,660,0,0,1,0,0,0,0,0,0,0,naming,2.747023177,5,3,3121,780.25,631,2.133333333,1.4,30,1.8,1.5,2.416640507,4.793103448,7.63,1
46,531.8,1,train,naming113,TDadult,Female,660,0,0,0,0,0,0,1,0,0,0,naming,2.725748333,5,6,12612,3153,2034,2.133333333,1.4,30,1.55,1.05,3.896526217,6.344827586,4,1
157,514.6,1,truth,naming113,TDadult,Female,660,0,0,0,0,0,0,1,0,0,0,naming,2.711469782,5,0,4617,1154.25,1148,2.133333333,1.4,30,1.9,1.7,3.963126441,2.931034483,4.42,0
36,582.1,1,want,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.764997599,4,12,7165,2388.333,1437,2.133333333,1.4,30,1.3,1.55,4.602428985,3.379310345,4.16,0
120,646.3,1,wasp,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.810434156,4,5,2945,981.667,899,2.133333333,1.4,30,1.65,1.95,2.423245874,5.931034483,5.58,0
161,587.6,1,wealth,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.769081787,6,1,7057,1411.4,1355,2.133333333,1.4,30,1.95,1.6,3.444200989,4.827586207,8.76,0
32,512.7,1,weave,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.709863317,5,3,4583,1145.75,1318,2.133333333,1.4,30,1.75,1.2,2.782472624,5.103448276,9.89,1
96,516.8,1,went,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.713322505,4,15,7318,2439.333,1146,2.133333333,1.4,30,1.2,1.1,4.468037009,2.482758621,3.37,1
134,619.4,1,whisk,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.791971201,5,0,4303,1075.75,754,2.133333333,1.4,30,1.95,1.85,2.831229694,5.689655172,8.72,1
132,627,1,wide,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.797267541,4,13,3915,1305,775,2.133333333,1.4,30,1.25,1,3.859138297,4.137931034,5.84,1
68,655,1,width,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.8162413,5,0,2653,663.25,701,2.133333333,1.4,30,1.9,1.75,2.810904281,3.586206897,8.78,1
82,563.9,1,wife,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.751202095,4,9,1542,514,465,2.133333333,1.4,30,1.55,1.5,4.089657882,5.482758621,5.67,1
71,584.5,1,will,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.766784515,4,16,3517,1172.333,1137,2.133333333,1.4,30,1,1,4.625024198,2.724137931,7.53,1
56,521.5,1,with,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.717254313,4,3,3968,1322.667,734,2.133333333,1.4,30,1.7,1.45,4.641047539,2.206896552,4.441998,0
18,517.4,1,wolf,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.713826424,4,2,1737,579,691,2.133333333,1.4,30,1.9,1.85,3.043362278,6.379310345,4.5,0
39,539.2,1,worm,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.731749884,4,9,3675,1225,1103,2.133333333,1.4,30,1.45,1.45,2.858537198,6.24137931,3.89,0
53,617.8,1,worse,naming113,TDadult,Female,660,1,0,0,0,0,0,0,0,1,0,naming,2.790847904,5,4,6592,1648,1501,2.133333333,1.4,30,1.7,1.3,4.094610863,1.965517241,2.79,0
93,529,1,yawn,naming113,TDadult,Female,660,0,0,0,1,0,0,0,1,0,0,naming,2.723455672,4,7,505,168.333,156,2.133333333,1.4,30,1.65,1.3,2.359835482,6.413793103,5.3,0
72,671.4,1,yet,naming113,TDadult,Female,660,0,0,0,1,0,0,0,1,0,0,naming,2.826981337,3,13,1536,768,405,2.133333333,1.4,30,1.25,1.25,4.398287305,1.793103448,6.95705,1
160,515,1,act,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,0,0,naming,2.711807229,3,5,2603,1301.5,258,2.6,1.909090909,28,1.5,1,4.034066679,4,6.42,1
102,496.8,1,ask,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,0,0,naming,2.696181587,3,4,1678,839,207,2.6,1.909090909,28,1.5,1.55,4.358144325,3.275862069,2.89,0
99,511.7,1,both,naming114,TDadult,Female,780,1,0,0,0,1,0,0,0,0,0,naming,2.709015417,4,4,2992,997.333,860,2.6,1.909090909,28,1.65,1.25,4.437179582,2.413793103,4.772365,0
125,503.7,1,box,naming114,TDadult,Female,780,1,0,0,0,1,0,0,0,0,0,naming,2.702171951,3,10,860,430,380,2.6,1.909090909,28,1.4,1.05,4.051846838,6.034482759,4.3,1
73,619.6,1,broad,naming114,TDadult,Female,780,1,0,0,0,1,0,0,0,0,0,naming,2.792111409,5,2,4189,1047.25,1348,2.6,1.909090909,28,1.7,1.35,3.390935107,2.931034483,10.5,0
32,543,1,bronze,naming114,TDadult,Female,780,1,0,0,0,1,0,0,0,0,0,naming,2.73479983,6,0,7848,1569.6,1397,2.6,1.909090909,28,2.05,1.85,3.246005904,5.344827586,10,1
64,549.5,1,calf,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.739967697,4,3,4968,1656,1239,2.6,1.909090909,28,1.85,1.1,2.819543936,5.724137931,6.63,0
51,510.2,1,can,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.707740454,3,15,5286,2643,1371,2.6,1.909090909,28,1,1,4.63597607,5.24137931,4.32,1
100,594.9,1,care,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.774443969,4,24,9310,3103.333,2195,2.6,1.909090909,28,1,1,4.227783901,4.24137931,5.65,0
74,601,1,carve,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.778874472,5,3,6886,1721.5,2072,2.6,1.909090909,28,1.65,1.6,2.773786445,4.034482759,6.35,1
85,471.4,1,chance,naming114,TDadult,Female,780,0,0,1,0,0,0,0,1,0,0,naming,2.673389578,6,2,9175,1835,1687,2.6,1.909090909,28,1.75,1.7,4.363442741,2.75862069,7.78,0
157,438.3,1,cheat,naming114,TDadult,Female,780,0,0,1,0,0,0,0,1,0,0,naming,2.641771471,5,4,9262,2315.5,1502,2.6,1.909090909,28,1.7,1.45,3.048441804,3.344827586,5.11,1
83,509.3,1,cheer,naming114,TDadult,Female,780,0,0,1,0,0,0,0,1,0,0,naming,2.706973676,5,3,10298,2574.5,2421,2.6,1.909090909,28,1.75,1.2,3.499687083,4.862068966,5,0
145,454.1,1,chew,naming114,TDadult,Female,780,0,0,1,0,0,0,0,1,0,0,naming,2.657151502,4,4,3575,1191.667,850,2.6,1.909090909,28,1.75,1.5,3.003460532,5.068965517,4.05,1
95,453.5,1,child,naming114,TDadult,Female,780,0,0,1,0,0,0,0,1,0,0,naming,2.656577291,5,3,4364,1091,1170,2.6,1.909090909,28,1.85,1.85,4.058312121,6.068965517,5.14536,0
40,578.5,1,choice,naming114,TDadult,Female,780,0,0,1,0,0,0,0,1,0,0,naming,2.762303363,6,0,6985,1397,1328,2.6,1.909090909,28,1.95,2,4.095134467,2.827586207,5.17,1
63,543.8,1,chop,naming114,TDadult,Female,780,0,0,1,0,0,0,0,1,0,0,naming,2.735439203,4,7,3462,1154,1000,2.6,1.909090909,28,1.45,1.4,3.283527365,5.24137931,6.74,1
52,511,1,chose,naming114,TDadult,Female,780,0,0,1,0,0,0,0,1,0,0,naming,2.7084209,5,6,5587,1396.75,1360,2.6,1.909090909,28,1.55,1.75,3.63748973,2.310344828,4.74,0
107,698,1,class,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.843855423,5,8,5621,1405.25,1293,2.6,1.909090909,28,1.5,1.2,3.98583049,5.24137931,4.95,0
19,500.8,1,clean,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.69966432,5,3,9293,2323.25,1302,2.6,1.909090909,28,1.7,1.45,4.025756315,5.448275862,3.89,1
133,523.2,1,clerk,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.718667735,5,1,10427,2606.75,1097,2.6,1.909090909,28,1.9,1.8,2.705007959,4.551724138,6.74,0
79,580.4,1,club,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.763727404,4,1,1537,512.333,571,2.6,1.909090909,28,1.85,1.75,3.954435486,5.517241379,5.89,1
29,542.4,1,coast,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.734319681,5,3,7910,1977.5,2601,2.6,1.909090909,28,1.65,1.15,3.830075166,5.931034483,6.43,1
77,523.5,1,cod,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.718916686,3,16,3008,1504,1887,2.6,1.909090909,28,1,1,2.772321707,5.620689655,11.5,1
117,579.8,1,cold,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.763278211,4,12,4100,1366.667,2295,2.6,1.909090909,28,1.15,1,4.101678351,4.965517241,3.95,0
146,482.5,1,comb,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.683497318,4,5,4120,1373.333,2479,2.6,1.909090909,28,1.6,1,2.718501689,6.24137931,5.5,0
154,452.9,1,cook,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.656002321,4,11,3628,1209.333,2268,2.6,1.909090909,28,1.25,1.15,3.70018433,6.103448276,4.22,0
90,621.4,1,cope,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.793371249,4,17,4887,1629,2233,2.6,1.909090909,28,1,1,3.682776646,2.931034483,9.44,1
47,506,1,cost,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.704150517,4,9,6883,2294.333,2731,2.6,1.909090909,28,1.4,1.25,4.130848183,3.551724138,5.67,1
68,536,1,cough,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.72916479,5,6,4940,1235,2485,2.6,1.909090909,28,1.7,1.35,2.854306042,5.931034483,4.32,0
17,586,1,could,naming114,TDadult,Female,780,0,0,0,0,0,0,0,0,1,0,naming,2.767897616,5,2,5512,1378,2434,2.6,1.909090909,28,1.85,1.4,4.616223371,2.137931034,4.32,0
113,571.7,1,deal,naming114,TDadult,Female,780,1,0,0,0,0,0,1,0,0,0,naming,2.757168192,4,16,7480,2493.333,1923,2.6,1.909090909,28,1.05,1,4.26883529,3.379310345,6,1
28,447.9,1,death,naming114,TDadult,Female,780,1,0,0,0,0,0,1,0,0,0,naming,2.651181062,5,1,9920,2480,2308,2.6,1.909090909,28,1.85,1.5,4.093631777,5.379310345,5.37,0
151,444.9,1,down,naming114,TDadult,Female,780,1,0,0,0,0,0,1,0,0,0,naming,2.648262406,4,4,1439,479.667,485,2.6,1.909090909,28,1.55,1.3,4.578730872,4.620689655,4.93222,1
31,623.7,1,draw,naming114,TDadult,Female,780,1,0,0,0,0,0,1,0,0,0,naming,2.794975744,4,5,3732,1244,1081,2.6,1.909090909,28,1.55,1.65,3.890253305,5.103448276,4.11,0
43,699.9,1,ease,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,0,0,naming,2.845035994,4,6,5298,1766,777,2.6,1.909090909,28,1.4,1,3.457276186,1.965517241,9.11,0
39,507.8,1,eat,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,0,0,naming,2.705692697,3,11,5996,2998,651,2.6,1.909090909,28,1,1,4.102982231,5.931034483,2.78,1
166,535.6,1,eye,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,0,0,naming,2.728840568,3,8,418,209,70,2.6,1.909090909,28,1.45,1,4.174612142,6.75862069,3.75,0
26,557.3,1,face,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.746089043,4,11,3524,1174.667,824,2.6,1.909090909,28,1.2,1,4.375059754,6.206896552,3.75,1
167,571.5,1,fact,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.757016235,4,5,3031,1010.333,735,2.6,1.909090909,28,1.55,1.25,4.377306251,3.034482759,6.47,1
143,504.2,1,fade,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.702602841,4,11,4080,1360,803,2.6,1.909090909,28,1.35,1,2.972202838,3.827586207,6.95,1
115,538.9,1,faith,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.731508184,5,0,4847,1211.75,1118,2.6,1.909090909,28,1.95,1.4,3.651859269,3.172413793,7.62,1
56,645.1,1,fall,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.809627042,4,12,5109,1703,1365,2.6,1.909090909,28,1.3,1,4.103803721,4.689655172,4.71,0
86,552.1,1,FALSE,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.742017747,5,0,5938,1484.5,1245,2.6,1.909090909,28,2,1.75,3.493736802,3,6.72,0
23,500,1,far,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.698970004,3,16,3393,1696.5,1261,2.6,1.909090909,28,1,1.05,4.474726042,3.448275862,4.878935,0
164,481.7,1,farm,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.682776646,4,6,3976,1325.333,1478,2.6,1.909090909,28,1.55,1.6,3.663229635,5.896551724,3.85,1
148,484.1,1,fast,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.684935083,4,11,5445,1815,1437,2.6,1.909090909,28,1.3,1.05,4.129012793,4.862068966,3.738636,0
65,594.9,1,fault,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.774443969,5,2,2302,575.5,628,2.6,1.909090909,28,1.8,1.35,3.844290743,2.965517241,6.94,0
48,582.4,1,fear,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.765221366,4,12,5351,1783.667,1368,2.6,1.909090909,28,1.25,1,3.93166124,4.275862069,4.79,0
98,569.6,1,feel,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.755569981,4,9,3175,1058.333,551,2.6,1.909090909,28,1.4,1,4.479647279,3.862068966,5.11,1
84,812.6,1,from,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.909876818,4,2,3738,1246,1177,2.6,1.909090909,28,1.9,1.7,4.625528515,2.137931034,4.441998,1
66,573.8,1,front,naming114,TDadult,Female,780,0,0,1,0,0,1,0,0,0,0,naming,2.758760544,5,2,10145,2536.25,1569,2.6,1.909090909,28,1.8,1.75,4.338635752,3.75862069,5.187988,0
20,504.3,1,gain,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.702688968,4,9,8428,2809.333,939,2.6,1.909090909,28,1.35,1,3.507990725,2.827586207,7.11,1
132,497.5,1,get,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.696793085,3,14,2565,1282.5,520,2.6,1.909090909,28,1.2,1.05,4.625888384,2.448275862,3.17,0
104,605.5,1,give,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.782114147,4,7,3352,1117.333,586,2.6,1.909090909,28,1.5,1.65,4.550350672,3.75862069,4.28,0
110,620.8,1,glass,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.792951708,5,3,5478,1369.5,1112,2.6,1.909090909,28,1.75,1.5,3.852296966,6.172413793,4.47,0
135,558.9,1,gloom,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.74733411,5,2,4048,1012,799,2.6,1.909090909,28,1.8,1.45,2.862727528,4.034482759,9,1
137,499.6,1,good,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.69862243,4,8,1822,607.333,677,2.6,1.909090909,28,1.4,1.5,4.619416843,3.862068966,3.55,0
21,525,1,grace,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.720159303,5,8,6954,1738.5,1773,2.6,1.909090909,28,1.4,1,3.335858911,2.517241379,7.287417,1
25,521.6,1,grant,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.717337583,5,4,10359,2589.75,2000,2.6,1.909090909,28,1.7,1.55,3.457276186,3.034482759,12.008468,0
155,510.7,1,guard,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.708165858,5,0,4407,1101.75,801,2.6,1.909090909,28,1.95,1.25,3.458033192,5.586206897,6.25,1
36,574.3,1,guide,naming114,TDadult,Female,780,1,0,0,0,0,0,0,0,1,0,naming,2.759138816,5,3,4260,1065,761,2.6,1.909090909,28,1.75,1,3.635785236,4.379310345,7.11,1
